#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias);LOF_2014_ABS;LOF_2014_REL;LOF_2014_REL_NOR;LOF_2014_SUA;LOF_2014_SUA_NOR
MARAJÁ DO SENA - MA;7689.0;0.00;0.00;0.00;2373855.31;0.00;0.00;0.00;286733.13;228195.46;2813111.66;0.00;9901234.97;82700.00;0.00;132393.96;0.00;520376.61;0.00;0.00;77814.27;0.00;0.00;0.00;0.00;99400.00;4518441.18;203000.00;0.00;0.00;1.62;1.78;1.76;1.07;1.08
PINHALZINHO - SC;18284.0;1194546.00;0.00;0.00;3733625.57;0.00;609294.85;0.00;1987436.36;26315.58;12581724.72;0.00;11659050.30;547428.58;47877.32;3571933.30;678463.69;723113.65;17999.92;69500.00;2281156.73;0.00;536414.31;153062.95;0.00;0.00;3087991.49;1187335.69;841153.39;0.00;1.12;1.08;1.55;1.14;1.19
ALPERCATA - MG;7458.0;633446.51;0.00;0.00;3660890.37;0.00;12145.75;0.00;602333.35;809263.53;2961130.32;162464.30;4848926.67;173051.03;0.00;1395109.59;0.00;0.00;501.00;0.00;290242.89;0.00;0.00;0.00;0.00;254905.99;329322.78;175861.02;84614.07;0.00;1.12;1.14;1.19;1.06;1.06
ITAPIRAPUÃ - GO;7017.0;750906.49;2041.00;69046.50;2293132.39;0.00;165566.86;0.00;962195.85;0.00;5197435.05;0.00;4526481.24;0.00;0.00;2022017.97;0.00;21506365.42;27047.05;0.00;643283.34;0.00;0.00;307658.77;0.00;0.00;1069994.51;282387.08;0.00;0.00;6.00;6.88;7.10;1.27;1.25
LUIZ ALVES - SC;11653.0;835831.82;149302.33;0.00;2903897.25;0.00;354593.83;0.00;987959.32;131034.20;8172747.68;0.00;8395194.02;77098.00;0.00;7394956.58;0.00;423830.88;11024.24;0.00;1233857.30;0.00;0.00;685929.98;0.00;0.00;0.00;225885.35;843175.93;0.00;1.21;1.13;1.31;1.09;1.09
VASSOURAS - RJ;35275.0;578643.96;0.00;0.00;15159844.18;0.00;10308.00;0.00;2721323.06;5572044.90;50786557.60;1133407.10;20897904.75;2089746.02;0.00;4447127.76;0.00;3989723.31;457954.90;0.00;378839.79;0.00;0.00;2523800.13;0.00;0.00;3905714.46;579367.00;582838.97;3834003.42;1.51;1.40;1.75;1.06;1.08
GRAMADO - RS;34365.0;2253159.77;0.00;0.00;19086467.03;0.00;1528202.48;0.00;4118330.23;541558.98;28300414.04;1024350.79;37037444.64;2273830.93;0.00;24981024.47;1222797.14;0.00;6936110.31;0.00;7660319.76;0.00;0.00;26354625.51;1060459.56;0.00;837537.00;1716469.93;1906986.53;0.00;1.90;2.11;3.56;1.18;1.18
GURJÃO - PB;3344.0;527232.47;0.00;0.00;2451765.62;0.00;12392.00;0.00;482935.98;0.00;2496042.75;0.00;3200786.98;157869.25;0.00;26978.46;0.00;0.00;0.00;0.00;640990.88;0.00;0.00;0.00;0.00;0.00;0.00;58452.30;344798.53;0.00;1.02;1.12;1.29;1.02;1.05
CAMPO LARGO - PR;122443.0;0.00;0.00;0.00;16068872.38;21166.47;4500929.43;0.00;6293331.82;14400709.09;43701339.18;21442.89;61321984.41;1084150.98;1830650.42;34441899.72;0.00;0.00;7414710.64;0.00;899679.16;0.00;1009044.75;180448.48;0.00;0.00;0.00;1630586.84;6641293.81;11102145.28;1.23;1.16;1.43;1.28;1.27
MIRADOR - MA;20586.0;0.00;0.00;0.00;4186948.50;0.00;0.00;0.00;1062940.62;0.00;9064560.85;0.00;16447678.58;0.00;0.00;2288485.38;0.00;148689.74;0.00;0.00;13874.30;0.00;0.00;0.00;0.00;372156.06;1856096.32;0.00;0.00;0.00;1.00;1.03;1.10;1.17;1.20
BOA ESPERANÇA DO SUL - SP;14452.0;602082.33;1743.75;0.00;3862604.07;0.00;0.00;0.00;1144969.62;490347.99;10838052.09;0.00;16423945.58;893009.48;0.00;4509604.65;0.00;915404.26;24935.78;0.00;246045.66;0.00;0.00;0.00;0.00;0.00;1413998.09;507087.45;0.00;0.00;1.02;1.09;1.28;1.07;1.06
CAMPOS VERDES - GO;4115.0;992312.43;0.00;0.00;4142424.75;0.00;0.00;0.00;1447388.73;348133.57;4135141.12;0.00;5088868.06;139001.61;0.00;442353.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;597408.09;173227.82;88204.64;0.00;1.10;1.11;1.23;1.10;1.12
IBIRITÉ - MG;171932.0;8896848.35;0.00;1171136.39;26567169.89;0.00;9221.15;0.00;8621762.40;6970563.96;87832894.87;2483.00;68002880.38;1372468.93;0.00;30334096.80;0.00;180809.80;185241.26;0.00;60000.00;0.00;0.00;0.00;0.00;2119189.50;7398610.57;6050215.61;4990325.02;10475557.48;1.12;1.01;1.20;1.19;1.19
SANTANA DO PARAÍSO - MG;30943.0;2199713.03;339627.59;0.00;9680105.39;0.00;153580.41;0.00;1065999.80;1447.86;12215312.08;426370.15;9482412.01;663947.13;0.00;8506807.56;0.00;0.00;13050.96;0.00;118822.69;0.00;0.00;12199.79;76071.83;266789.29;0.00;524936.89;1029710.39;0.00;1.35;1.19;1.31;1.15;1.16
FEIRA DA MATA - BA;5911.0;647628.81;104000.00;0.00;1734073.96;124.00;33765.45;0.00;406287.48;105554.97;3374818.68;0.00;5192316.67;337198.82;0.00;1393369.59;0.00;230580.65;294050.29;0.00;195855.59;0.00;0.00;0.00;47565.00;17326.00;266851.79;21333.40;99580.72;0.00;0.99;1.02;1.43;1.00;1.01
VARGEM ALTA - ES;20944.0;1444071.22;230564.20;0.00;6803042.22;0.00;0.00;0.00;2214905.54;1908206.76;11669419.40;0.00;18075025.17;3674380.93;0.00;5054465.87;82040.11;1010375.42;267654.52;0.00;1128962.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.12;1.18;1.42;1.31;1.20
SÃO JOSÉ DOS BASÍLIOS - MA;7501.0;0.00;0.00;0.00;3553272.22;0.00;0.00;0.00;619813.80;0.00;3270997.79;0.00;7266298.99;50000.00;0.00;1736796.83;0.00;280200.32;75799.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;70000.00;0.00;1.05;1.11;1.17;1.25;1.20
MARZAGÃO - GO;2184.0;592180.08;0.00;0.00;1745350.51;0.00;9434.97;0.00;774623.56;502222.08;2545499.94;94808.09;1180940.42;0.00;0.00;1443208.14;15170.50;0.00;15000.00;0.00;111933.69;0.00;0.00;0.00;0.00;0.00;121409.14;622412.16;0.00;0.00;1.14;1.46;1.57;1.09;1.10
ÓLEO - SP;2652.0;622800.00;0.00;0.00;1191954.42;0.00;0.00;0.00;465181.92;945878.91;2626096.34;0.00;2575955.07;278844.01;0.00;1090760.13;0.00;0.00;45752.02;0.00;316736.05;0.00;0.00;0.00;0.00;0.00;695299.53;132157.13;178361.51;0.00;1.01;1.14;1.26;0.99;0.99
IAPU - MG;10820.0;759966.55;200540.56;0.00;4454792.00;0.00;28527.34;0.00;657353.68;0.00;5251861.07;0.00;4905616.97;350264.91;0.00;2091836.98;0.00;157439.88;0.00;0.00;159806.76;0.00;0.00;0.00;0.00;0.00;652760.80;166835.60;0.00;0.00;1.11;1.07;1.21;1.11;1.08
PORCIÚNCULA - RJ;18293.0;2221784.14;0.00;0.00;6071272.61;15493.08;144574.33;0.00;1744671.28;4875585.67;14930274.04;164269.27;11566669.26;579699.48;0.00;4068407.69;0.00;18214.70;229617.56;4755.80;1717777.34;0.00;0.00;930962.13;0.00;0.00;2648986.75;551804.42;365124.78;2800370.27;1.16;1.12;1.21;1.14;1.26
DENISE - MT;8897.0;0.00;0.00;0.00;4291625.48;0.00;0.00;0.00;792878.92;0.00;3545377.58;0.00;5290389.90;330142.09;0.00;0.00;0.00;141535.39;0.00;0.00;235161.82;0.00;0.00;0.00;0.00;16590.71;0.00;7744.60;0.00;0.00;1.10;1.09;1.14;1.19;1.23
CROATÁ - CE;17650.0;1239976.59;0.00;0.00;4846102.18;0.00;427016.13;0.00;1371903.13;0.00;8461455.47;0.00;14025071.36;895399.42;0.00;1904684.06;0.00;0.00;0.00;0.00;72636.78;0.00;0.00;97506.50;0.00;201186.49;0.00;32145.00;186390.05;0.00;0.98;0.98;1.25;1.17;1.17
SUZANO - SP;282441.0;20980496.57;0.00;0.00;51147313.22;0.00;11006247.14;0.00;15484609.03;4720542.72;134575943.67;0.00;154877927.74;7825822.02;0.00;72564401.19;4153364.51;0.00;1771495.67;0.00;4166246.67;0.00;2304036.39;548582.17;6718322.24;0.00;18381174.12;6972687.74;16777183.06;24684978.15;1.20;1.07;1.43;1.18;1.23
VERDELÂNDIA - MG;8967.0;743792.72;128218.26;0.00;1946132.08;500.00;0.00;0.00;1045744.10;0.00;4268506.57;0.00;5747714.86;218929.83;0.00;488172.30;0.00;73593.53;116.13;0.00;337997.64;0.00;0.00;0.00;393.70;58469.39;323750.40;37142.66;663457.54;0.00;1.04;1.05;1.24;1.05;1.08
PAU D'ARCO - TO;4793.0;445565.27;0.00;0.00;2359677.22;0.00;3494.00;0.00;535986.67;0.00;2085346.81;55046.34;3448681.78;0.00;0.00;371718.54;18317.29;0.00;0.00;0.00;45425.10;0.00;0.00;504759.77;0.00;12334.96;117157.15;0.00;0.00;0.00;1.01;1.07;1.50;1.32;1.25
EDEALINA - GO;3816.0;869976.08;0.00;0.00;2932656.15;0.00;36848.00;0.00;1394099.55;1521544.25;3886435.71;0.00;5154452.19;0.00;0.00;1445781.30;0.00;0.00;4800.00;0.00;9226.00;0.00;0.00;0.00;0.00;0.00;875422.70;22180.60;429746.14;0.00;1.18;1.14;1.36;1.10;1.08
ARAGUACEMA - TO;6791.0;502470.22;0.00;0.00;3569296.82;0.00;0.00;0.00;706547.48;93175.73;3133631.19;81755.21;4257437.40;0.00;0.00;265679.69;0.00;0.00;247118.78;0.00;158764.53;0.00;0.00;54866.39;8715.47;0.00;14237.00;439357.21;228374.25;0.00;1.06;1.05;1.30;1.16;1.14
SANTO ANTÔNIO DA BARRA - GO;4679.0;992312.43;0.00;0.00;4142424.75;0.00;0.00;0.00;1447388.73;348133.57;4135141.12;0.00;5088868.06;139001.61;0.00;442353.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;597408.09;173227.82;88204.64;0.00;1.10;1.06;1.18;1.10;1.11
SÃO RAIMUNDO DO DOCA BEZERRA - MA;5387.0;0.00;186969.10;0.00;2699231.62;0.00;0.00;0.00;445132.23;0.00;3420151.81;0.00;6940269.92;198258.40;19200.00;811120.60;0.00;714336.44;560052.00;0.00;137847.56;0.00;0.00;0.00;0.00;49880.50;795706.25;180616.31;68481.11;0.00;1.03;1.24;1.61;1.10;1.15
SANTA LUZIA DO NORTE - AL;7292.0;685443.73;0.00;0.00;2836818.28;0.00;0.00;0.00;716551.96;2251087.32;3257554.60;0.00;5468892.45;512573.87;32135.67;1202212.05;0.00;0.00;55109.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11233.09;142229.67;1306002.41;1.33;1.27;1.27;1.21;1.28
JANDIRA - SP;117457.0;7681652.21;46900.00;2519241.43;15571467.41;0.00;9484762.70;0.00;7899592.63;7701394.73;54315574.05;0.00;61020926.12;1686767.72;498524.67;26473824.03;1444719.17;0.00;1458304.77;0.00;0.00;0.00;0.00;400370.42;2018360.34;0.00;0.00;3150455.97;5092509.60;17503208.66;1.14;1.20;1.56;1.22;1.26
ÁLVARO DE CARVALHO - SP;4984.0;534461.77;0.00;0.00;3311934.35;0.00;0.00;0.00;754117.91;0.00;4561299.97;103693.70;4850079.16;0.00;0.00;1139863.31;0.00;0.00;0.00;0.00;96495.14;0.00;0.00;0.00;0.00;0.00;942491.98;59444.67;0.00;0.00;1.04;1.04;1.22;1.14;1.09
CRISTÁLIA - MG;5993.0;497989.87;98822.74;0.00;2675823.03;0.00;38689.46;0.00;406247.88;1242965.31;3295650.20;0.00;4488384.60;570992.23;0.00;1104109.72;29825.45;6788.99;75971.26;0.00;656595.34;0.00;0.00;0.00;0.00;0.00;324938.65;148827.11;399679.75;0.00;1.12;1.13;1.30;1.03;1.04
SOBRADO - PB;7669.0;0.00;0.00;0.00;1722924.79;0.00;0.00;0.00;1310911.56;0.00;3249644.86;0.00;6287676.27;397227.74;0.00;1344854.52;0.00;0.00;0.00;0.00;139581.17;0.00;0.00;0.00;0.00;0.00;179900.00;8703.20;63812.76;0.00;1.03;1.08;1.29;1.05;1.05
CRUZ DAS ALMAS - BA;63761.0;0.00;2729725.87;0.00;21568358.11;0.00;0.00;0.00;2073125.79;0.00;26291289.48;0.00;29498894.71;2897158.06;0.00;2346370.09;150213.09;72500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;756461.03;225020.92;1408347.66;0.00;1.20;1.08;1.30;1.27;1.24
GOVERNADOR EDISON LOBÃO - MA;17430.0;0.00;0.00;0.00;6389360.05;0.00;0.00;0.00;849916.00;0.00;5485316.00;0.00;12196518.33;209693.02;0.00;2479955.65;0.00;500255.26;123545.04;0.00;168143.69;0.00;0.00;0.00;0.00;0.00;739113.00;9116.60;0.00;0.00;1.09;1.08;1.03;1.04;1.02
TAGUATINGA - TO;16086.0;866147.25;0.00;0.00;5470008.75;0.00;582.00;0.00;326408.58;723018.42;5972685.66;126751.51;6755705.07;712036.96;0.00;1679156.72;0.00;0.00;288396.99;0.00;115034.23;0.00;0.00;19205.32;0.00;0.00;401917.31;23729.94;174108.86;0.00;1.10;1.05;1.14;1.04;1.07
PRESIDENTE ALVES - SP;4192.0;650752.89;0.00;0.00;2429197.94;0.00;0.00;0.00;1257334.65;0.00;3017009.43;0.00;4054936.72;378434.10;0.00;1995094.12;0.00;0.00;966.15;0.00;0.00;0.00;393937.21;0.00;0.00;0.00;729138.36;142669.48;0.00;0.00;1.12;1.12;1.79;1.24;1.25
CAPARAÓ - MG;5435.0;619658.77;0.00;0.00;1657630.35;0.00;18252.25;0.00;542635.89;0.00;3619266.94;104761.40;3367557.88;113201.84;0.00;1356990.66;0.00;0.00;67054.98;0.00;482740.82;0.00;0.00;0.00;1603.04;0.00;509354.41;688187.07;145220.21;1164535.60;1.26;1.23;1.53;1.23;1.17
SANTO ANTÔNIO DE GOIÁS - GO;5391.0;735904.42;993.75;0.00;1606116.39;0.00;118024.77;0.00;740730.92;954098.92;3999312.77;108408.36;4274627.54;0.00;0.00;1470939.63;0.00;0.00;88416.80;0.00;262743.06;0.00;0.00;0.00;0.00;0.00;619574.26;45968.13;51546.49;0.00;1.01;1.04;1.17;1.07;1.07
SERTÃO - RS;6225.0;108.00;130682.57;0.00;4666111.80;0.00;0.00;0.00;824516.77;0.00;3963960.67;0.00;9630750.62;98298.10;0.00;0.00;7700.00;319708.10;227627.07;0.00;1318884.60;0.00;0.00;0.00;0.00;144290.60;765505.78;114659.50;181723.64;0.00;1.11;1.44;1.79;1.22;1.16
PALMEIRA - PR;33613.0;0.00;0.00;313285.72;10310803.68;0.00;278233.89;0.00;2696911.33;5676633.80;22543117.86;0.00;19582393.60;106896.00;344550.19;18302544.10;15000.00;344958.16;2431149.54;0.00;1051869.56;0.00;932679.56;111719.63;0.00;0.00;187806.44;1089140.23;0.00;0.00;1.30;1.15;1.63;1.35;1.27
ITABIRITO - MG;49203.0;6273876.47;0.00;0.00;37490406.51;0.00;4351128.43;0.00;6370331.46;0.00;56499072.03;0.00;56645403.35;13179484.63;0.00;41724859.12;431312.75;15095454.93;6299386.47;0.00;1509608.14;0.00;284096.48;3004145.44;3945808.99;0.00;0.00;2307626.31;2143350.98;0.00;1.22;1.33;2.63;1.29;1.22
CARNAUBAL - CE;17374.0;1155176.50;0.00;0.00;7580453.04;0.00;0.00;0.00;551002.75;0.00;7196892.37;0.00;13413763.65;855214.70;0.00;2091214.22;0.00;224020.91;6660.00;0.00;95191.71;0.00;0.00;5363.50;0.00;0.00;42242.92;64935.50;339692.41;0.00;1.08;1.02;1.02;0.99;1.00
PASSA TEMPO - MG;8363.0;741312.00;0.00;0.00;2194744.06;0.00;23448.39;0.00;479205.49;1946799.12;4481486.64;0.00;3681067.44;76480.95;0.00;1349107.39;0.00;69510.16;3326.32;0.00;88045.53;0.00;0.00;0.00;0.00;0.00;1157854.77;37974.59;257430.05;731072.37;1.22;1.11;1.08;0.98;1.01
FREI MIGUELINHO - PE;15036.0;952375.07;0.00;0.00;2709350.06;0.00;0.00;0.00;1061081.98;771904.14;5551644.00;0.00;8343480.98;920754.36;0.00;1926242.79;0.00;13030.00;21570.52;0.00;903404.87;0.00;0.00;0.00;24388.22;0.00;0.00;81026.44;247361.95;0.00;0.99;0.98;1.06;1.10;1.10
MONTIVIDIU DO NORTE - GO;4356.0;620225.60;31400.00;0.00;2574356.94;0.00;8842.00;0.00;1053225.50;0.00;2990440.66;0.00;4728390.14;0.00;0.00;480879.17;0.00;0.00;34887.20;0.00;162311.85;0.00;0.00;0.00;0.00;0.00;724949.40;0.00;0.00;0.00;1.02;1.06;1.18;1.16;1.11
CALDAS BRANDÃO - PB;5903.0;542570.95;0.00;0.00;1508457.59;0.00;0.00;0.00;788447.44;435490.14;2714972.09;0.00;4243427.21;314848.00;0.00;818891.04;0.00;14948.08;0.00;0.00;536517.88;0.00;0.00;0.00;0.00;0.00;0.00;142863.26;389199.99;218159.17;1.00;1.11;1.15;1.05;1.07
LUZ - MG;18230.0;1092028.59;0.00;0.00;3700701.42;0.00;95792.98;0.00;1436473.57;434713.94;9629231.16;58860.45;8227058.87;677662.63;0.00;2575106.94;153818.23;2848225.71;296296.40;0.00;420957.49;0.00;707.74;0.00;21806.66;448621.57;1065178.50;359376.99;1553241.23;0.00;1.12;1.09;1.21;1.07;1.09
TRAIPU - AL;27648.0;1360992.60;0.00;0.00;7405809.47;0.00;680542.53;0.00;2204346.83;0.00;7500747.56;0.00;18705009.71;499119.30;0.00;2231441.22;0.00;0.00;30375.92;0.00;193694.76;0.00;99601.70;0.00;167444.30;0.00;0.00;155080.46;270727.78;0.00;1.05;1.03;1.47;1.30;1.25
BANDEIRA - MG;5039.0;590298.27;99102.41;0.00;1700404.31;0.00;14878.19;0.00;1224811.34;978381.20;2755854.60;0.00;3456834.61;136395.57;0.00;1026065.34;0.00;16738.42;78942.78;0.00;441995.02;0.00;0.00;0.00;18327.13;0.00;557835.39;113759.07;187909.20;786585.53;1.17;1.21;1.31;1.05;1.05
CANDEIAS DO JAMARI - RO;23573.0;1514264.78;429948.39;0.00;9635903.13;0.00;0.00;0.00;1757948.93;0.00;10137620.47;0.00;14991898.72;96379.68;10157.31;1229580.20;0.00;0.00;7472.81;0.00;32544.99;0.00;0.00;0.00;0.00;442579.13;4859249.84;15422.66;678990.04;0.00;1.26;1.16;1.32;1.16;1.22
AJURICABA - RS;7403.0;0.00;0.00;0.00;2840034.48;0.00;7266.03;0.00;645142.60;0.00;4967686.74;1585.45;4905363.20;310066.09;0.00;1338594.22;105727.10;71586.90;7550.00;0.00;547660.52;0.00;0.00;3000.00;1532.71;0.00;1854610.97;71756.76;428409.03;0.00;1.07;1.05;1.16;1.10;1.11
TEIXEIRA DE FREITAS - BA;155659.0;7272743.63;0.00;1078804.96;57924871.50;0.00;0.00;0.00;8380204.76;0.00;69430435.63;0.00;91375643.46;123860.62;0.00;29623100.34;542672.45;0.00;1114650.03;0.00;2385246.74;0.00;0.00;796563.45;0.00;0.00;0.00;2258346.49;3834908.65;0.00;1.12;1.04;1.08;1.28;1.23
ANCHIETA - SC;6066.0;519968.64;0.00;0.00;1365578.08;10135.46;101168.05;0.00;610827.81;0.00;5202390.43;0.00;4920239.57;392980.66;0.00;1626091.21;4988.80;39950.00;4731.00;0.00;929687.04;0.00;0.00;0.00;0.00;0.00;1542744.89;342264.73;451794.04;0.00;1.09;1.10;1.29;1.06;1.06
JAGUARUNA - SC;18704.0;1779161.89;154383.28;0.00;6739707.23;0.00;72085.10;0.00;1804101.07;0.00;8607196.98;0.00;11189309.42;298490.28;0.00;2543821.80;109963.84;1809079.35;428430.80;0.00;839286.17;0.00;83896.68;0.00;0.00;0.00;6947556.57;465462.43;0.00;0.00;1.37;1.13;1.36;1.16;1.17
PARANAGUÁ - PR;149467.0;0.00;0.00;9556.67;86246325.42;0.00;1577846.43;0.00;1465285.54;139745.05;48719415.92;2016042.93;92703497.70;0.00;238.40;23237680.86;0.00;878821.04;197612.41;0.00;112244.72;0.00;0.00;0.00;53116.79;0.00;119123.70;0.00;15931336.36;0.00;1.43;1.23;1.50;1.50;1.62
SILVIANÓPOLIS - MG;6266.0;603579.83;50127.36;0.00;1123916.62;0.00;43398.96;0.00;236078.40;636865.55;2831507.18;0.00;4542175.91;237635.94;0.00;995905.30;0.00;294445.20;0.00;0.00;94348.32;0.00;13032.00;0.00;22456.68;53341.18;603831.60;61401.44;185687.16;0.00;1.04;1.10;1.20;1.01;1.03
PONTA DE PEDRAS - PA;28601.0;0.00;0.00;0.00;7804984.93;0.00;9085.00;0.00;1233026.98;557134.24;8182517.07;0.00;21643927.52;606167.38;0.00;572235.52;0.00;0.00;37329.20;0.00;779372.31;0.00;0.00;0.00;0.00;0.00;619855.24;2179.00;0.00;0.00;1.05;1.04;1.01;1.13;1.16
CALDAZINHA - GO;3582.0;592063.87;0.00;0.00;1866482.62;0.00;43305.94;0.00;665948.44;484289.28;2078999.16;93986.62;2970138.26;5767.89;0.00;735484.55;0.00;0.00;128970.21;0.00;164681.85;0.00;0.00;0.00;0.00;0.00;646561.92;37476.65;71089.00;0.00;0.99;1.10;1.23;1.05;1.07
BALDIM - MG;8082.0;671109.96;77369.41;0.00;1976473.89;0.00;0.00;0.00;424020.56;682100.89;4915658.58;0.00;4014993.64;450225.43;0.00;1680409.00;0.00;138354.45;20469.68;0.00;147092.41;0.00;9074.99;7125.00;0.00;0.00;451630.43;71789.80;362879.40;0.00;1.02;1.01;1.11;1.05;1.07
PAU BRASIL - BA;11031.0;802350.48;0.00;50431.70;2373140.09;0.00;0.00;0.00;665519.58;0.00;4985862.04;0.00;6803449.70;0.00;0.00;1691666.97;0.00;313284.70;121499.57;0.00;5000.00;0.00;0.00;0.00;0.00;0.00;8955.90;710543.20;1977134.00;0.00;1.16;1.22;1.31;1.21;1.14
ITAARA - RS;5299.0;489480.81;0.00;0.00;3990605.60;0.00;0.00;0.00;291190.97;0.00;2546540.51;0.00;5420028.11;77981.21;0.00;215097.53;0.00;24580.00;10996.89;0.00;400714.78;0.00;0.00;70376.32;0.00;0.00;0.00;52853.35;0.00;0.00;1.12;1.15;1.19;1.05;1.06
MUCURICI - ES;5897.0;919000.00;0.00;0.00;2918865.72;0.00;0.00;0.00;1764615.64;176983.64;6518322.45;0.00;5987722.97;24301.79;0.00;3912458.19;0.00;0.00;75483.83;0.00;1340451.76;0.00;0.00;1435989.20;0.00;0.00;1328884.01;247737.57;109993.71;0.00;1.21;1.17;1.55;1.01;1.02
AUGUSTO DE LIMA - MG;5051.0;673311.18;0.00;0.00;2148331.36;0.00;0.00;0.00;678974.04;786255.72;3703859.35;0.00;4150721.32;515038.30;0.00;1476792.42;0.00;89892.34;1582.00;0.00;168840.41;0.00;0.00;0.00;0.00;0.00;560470.55;8163.70;22854.14;0.00;1.00;1.03;1.22;0.96;0.97
SANTA LUZIA - MA;75762.0;0.00;0.00;0.00;14056455.83;0.00;0.00;0.00;3387061.69;658172.09;26105790.69;0.00;55168432.56;2340.00;0.00;3385899.08;0.00;648723.18;0.00;0.00;369323.94;0.00;0.00;0.00;0.00;0.00;3938952.82;362896.26;1201088.11;0.00;1.16;1.00;1.00;1.14;1.26
JAQUIRANA - RS;4167.0;434197.18;0.00;0.00;4124078.25;0.00;43810.97;0.00;69447.69;0.00;4576075.46;0.00;3196738.37;1326.00;0.00;442656.75;0.00;0.00;0.00;0.00;69326.60;0.00;0.00;91103.17;0.00;0.00;0.00;33655.49;215020.58;747748.08;1.21;1.21;1.58;1.32;1.40
IBIRACATU - MG;6228.0;602614.85;66000.00;0.00;1185654.79;0.00;0.00;0.00;406346.39;0.00;3652419.87;0.00;5025893.07;450611.20;0.00;1593306.00;149376.76;392843.70;0.00;0.00;101831.64;0.00;0.00;0.00;42456.00;0.00;987177.84;304005.58;61537.35;0.00;1.06;1.15;1.49;1.12;1.12
CÓRREGO DO OURO - GO;2590.0;615546.11;0.00;0.00;1918642.19;0.00;21300.51;0.00;472032.78;542166.28;2742770.21;0.00;2024227.00;414745.75;0.00;613984.75;0.00;0.00;42786.65;0.00;175780.53;0.00;0.00;0.00;0.00;0.00;739348.16;21335.34;60046.19;0.00;0.99;1.09;1.31;1.01;1.02
ITABIRINHA - MG;11297.0;0.00;47991.12;0.00;1417147.50;31989.00;21021.71;0.00;1261410.93;911543.83;3958365.87;722347.60;5268514.42;581228.20;0.00;2230325.48;257646.89;138738.22;0.00;0.00;373352.23;0.00;0.00;0.00;79648.60;288941.56;1518769.21;101581.27;486008.95;0.00;1.27;1.20;1.75;1.24;1.16
FLORIANÓPOLIS - SC;461524.0;41513407.24;10659633.15;0.00;379437897.27;0.00;19280270.63;0.00;44408925.33;109881880.01;250031950.09;11069492.29;309795116.02;13292936.48;0.00;56636120.18;21631323.10;25549137.91;3603047.04;2047718.49;0.00;0.00;0.00;7097196.35;0.00;0.00;25802958.67;966552.57;32729703.76;20437577.67;1.96;1.15;1.71;1.16;1.15
ITACAMBIRA - MG;5276.0;723287.12;0.00;22434.66;2362467.29;0.00;0.00;0.00;567879.42;0.00;3174258.01;0.00;3735090.12;591792.87;0.00;569127.78;0.00;0.00;160265.89;0.00;617749.50;0.00;0.00;21575.94;2051.00;4047.04;635240.73;112234.49;77417.87;0.00;1.02;1.09;1.27;1.10;1.13
CRISÓLITA - MG;6467.0;556539.70;81421.43;0.00;2225197.60;0.00;30935.29;0.00;812597.96;473432.89;3068040.87;0.00;4695183.73;0.00;0.00;471694.51;0.00;16416.50;21860.45;0.00;304959.64;0.00;0.00;117823.35;0.00;0.00;416753.21;384199.41;199668.11;0.00;1.00;1.04;1.21;1.07;1.10
CONCEIÇÃO DO PARÁ - MG;5430.0;941171.42;0.00;0.00;3145856.29;0.00;25199.32;0.00;809764.24;1038536.04;4958720.05;0.00;3649887.91;414062.14;0.00;2088639.72;3200.33;191640.52;160664.88;0.00;47164.14;0.00;5700.00;0.00;0.00;0.00;1180270.74;251098.19;78887.40;0.00;1.14;1.10;1.17;1.03;1.03
MUNDO NOVO - GO;6046.0;773915.64;3722.00;0.00;4440064.10;0.00;83195.70;0.00;1376896.12;0.00;4137397.82;132203.79;4645393.86;14457.00;0.00;1762251.57;0.00;163855.47;66846.06;0.00;661039.59;0.00;0.00;97484.00;11646.61;0.00;1414892.44;935013.04;0.00;0.00;1.19;1.10;1.34;1.11;1.11
CIPOTÂNEA - MG;6813.0;524822.29;0.00;0.00;1098559.15;0.00;20696.76;0.00;331713.89;522293.02;4016940.48;0.00;2557763.80;64711.32;0.00;1085659.97;0.00;73160.77;0.00;0.00;159451.79;0.00;0.00;373322.67;36905.22;73078.86;402576.68;35361.99;232492.89;0.00;1.07;1.04;1.33;1.02;1.02
MOTUCA - SP;4571.0;563420.85;0.00;0.00;2042053.69;0.00;0.00;0.00;622958.82;0.00;5413884.56;0.00;4763895.65;381104.88;0.00;1973293.06;0.00;0.00;0.00;0.00;594610.60;0.00;0.00;0.00;0.00;0.00;0.00;191488.54;218049.39;0.00;1.03;1.14;1.23;0.98;0.98
